"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IMO","Imperial Oil Limited","29.93","$23.62B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/imo",
"IOR","Income Opportunity Realty Investors, Inc.","12.6422","$52.7M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ior",
"INFU","InfuSystems Holdings, Inc.","3.49","$68.77M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/infu",
"IHT","InnSuites Hospitality Trust","1.57","$15.04M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/iht",
"NSPR","InspireMD Inc.","0.2117","$7.96M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws.b",
"IDN","Intellicheck, Inc.","2.21","$34.56M","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","13.11","$115.34M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","0.3954","$73.94M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","6.64","$69.65M","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","1.16","$39.53M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","9.9","$439.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","0.4228","$28.47M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","11.4","$35.42M","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/isdr",
"ITP","IT Tech Packaging, Inc.","0.7299","$16.05M","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/itp",
"KIQ","Kelso Technologies Inc","0.49","$23.11M","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"LTS","Ladenburg Thalmann Financial Services Inc","2.67","$529.87M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","24.03","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lts^a",
"LTSK","Ladenburg Thalmann Financial Services Inc","24.38","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsk",
"LTSL","Ladenburg Thalmann Financial Services Inc","23.2","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsl",
"LTSF","Ladenburg Thalmann Financial Services Inc.","23.77","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsf",
"LEVB","Level Brands, Inc.","4","$32.48M","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/levb",
"LGL","LGL Group, Inc. (The)","6.7","$32.31M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","6.91","$153.04M","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lby",
"LLEX","Lilis Energy, Inc.","2.24","$161.21M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LIQT","LiqTech International, Inc.","1.46","$106.2M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/liqt",
"MAG","MAG Silver Corporation","6.71","$573.97M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mag",
"MJCO","Majesco","7.36","$269.55M","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MHH","Mastech Digital, Inc","6.16","$67.48M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/mhh",
"MTNB","Matinas Biopharma Holdings, Inc.","0.78","$87.66M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtnb",
"MNI","McClatchy Company (The)","6.99","$54.58M","1988","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/mni",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","26.08","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ipb",
"MXC","Mexco Energy Corporation","3.75","$7.65M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","9.9037","$27.59M","1999","n/a","n/a","https://www.nasdaq.com/symbol/cca",
"MICR","Micron Solutions, Inc.","3.1","$8.85M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/micr",
"MLSS","Milestone Scientific, Inc.","0.5529","$18.61M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/mlss",
"MYO","Myomo Inc.","1.84","$22.88M","2017","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/myo",
"NNVC","NanoViricides, Inc.","0.35","$24.28M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nnvc",
"ATEST","NASDAQ TEST STOCK","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.c",
"NHC","National HealthCare Corporation","80.76","$1.23B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/nhc",
"NAVB","Navidea Biopharmaceuticals, Inc.","0.205","$37.29M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/navb",
"NTIP","Network-1 Technologies, Inc.","2.55","$60.58M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Municipal Fund Inc","12.08","$67.06M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","10.09","$197.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP Income Fund Inc.","7.31","$414.18M","2013","n/a","n/a","https://www.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","12.81","$240.88M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","11.11","$56.41M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.47","$211.97M","2003","n/a","n/a","https://www.nasdaq.com/symbol/nro",
"UWN","Nevada Gold & Casinos, Inc.","2.39","$40.27M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/uwn",
"NSU","Nevsun Resources Ltd","4.5","$1.36B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nsu",
"GBR","New Concept Energy, Inc","2.22","$4.73M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","57.8","$215.69M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/nen",
"NGD","New Gold Inc.","0.8636","$499.81M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ngd",
"NXE","Nexgen Energy Ltd.","2.07","$721.33M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nxe",
"HLTH","Nobilis Health Corp.","0.4501","$35.22M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hlth",
"NAK","Northern Dynasty Minerals, Ltd.","0.7349","$229.79M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","2.49","$960.35M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","1.2053","$20.6M","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","3.82","$1.23B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ng",
"NRCG","NRC Group Holdings Corp.","6.75","$52.6M","2017","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/nrcg",
"NRCG.WS","NRC Group Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nrcg.ws",
"NTN","NTN Buzztime, Inc.","2.823","$8.09M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","9.48","$110.87M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nes",
"OCX","OncoCyte Corporation","1.8","$73.2M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ocx",
"OGEN","Oragenics Inc.","0.8197","$24.13M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ogen",
"TIS","Orchids Paper Products Company","1.8","$19.21M","2005","Basic Industries","Paper","https://www.nasdaq.com/symbol/tis",
"ORM","Owens Realty Mortgage, Inc.","19.79","$170.09M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/orm",
"PCG^A","Pacific Gas & Electric Co.","21.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","20.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","18.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","18.4001","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","18.939","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","16.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","16.342","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","0.6999","$142.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold Nevada Corp.","1.05","$26.75M","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pzg",
"PRK","Park National Corporation","91.63","$1.44B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","1.597","$24.25M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ped",
"PFNX","Pfenex Inc.","4.53","$142.52M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfnx",
"HNW","Pioneer Diversified High Income Trust","13.51","$112.58M","2007","n/a","n/a","https://www.nasdaq.com/symbol/hnw",
"PLAG","Planet Green Holdings Corp","3.76","$16502.64","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"PLG","Platinum Group Metals Ltd.","0.1467","$42.73M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plg",
"PLYM","Plymouth Industrial REIT, Inc.","12.28","$57.24M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","22.6628","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plym^a",
"PLM","Polymet Mining Corp.","0.8289","$265.8M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plm",
"PW","Power REIT","5.9612","$10.89M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pw^a",
"PLX","Protalix BioTherapeutics, Inc.","0.4202","$62.35M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/plx",
"RLGT","Radiant Logistics, Inc.","5.67","$280.43M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rlgt",
"RLGT^A","Radiant Logistics, Inc.","25.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rlgt^a",
"RFL","Rafael Holdings, Inc.","8.55","$107.22M","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/rfl",
"UTG","Reaves Utility Income Fund","30.2","$1.47B","2004","n/a","n/a","https://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","2.53","$65.05M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"RHE","Regional Health Properties, Inc.","0.1518","$3.06M","2017","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","2.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rhe^a",
"RCG","RENN Fund, Inc.","1.5","$6.7M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","0.6681","$21.82M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rvp",
"RNN","Rexahn Pharmaceuticals, Inc.","1.1","$41.27M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rnn",
"REI","Ring Energy, Inc.","7.44","$450.43M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund","17.06","$174.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rif",
"SACH","Sachem Capital Corp.","4.28","$66.07M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sach",
"SNMP","Sanchez Midstream Partners LP","3.5","$56.66M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snmp",
"SAND          ","Sandstorm Gold Ltd","4.12","$752.44M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SEB","Seaboard Corporation","3590","$4.2B","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SENS","Senseonics Holdings, Inc.","2.95","$521.71M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SVT","Servotronics, Inc.","11.33","$29.26M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SMTS","Sierra Metals Inc.","2.3649","$386.49M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/smts",
"SIF","SIFCO Industries, Inc.","4.8999","$27.89M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/sif",
"SVM","Silvercorp Metals Inc.","1.92","$323.37M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/svm",
"SILV","SilverCrest Metals Inc.","2.23","$165.8M","2018","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/silv",
"XPL","Solitario Zinc Corp.","0.315","$18.37M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/xpl",
"SCE^B","Southern California Edison Company","17.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","19.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","18.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","19.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^e",
"SGB","Southwest Georgia Financial Corporation","22.164","$56.42M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","9.62","$124.95M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lov",
"SRCI","SRC Energy Inc.","5.92","$1.44B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/srci",
"SDI","Standard Diversified Inc.","15","$253.64M","n/a","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/sdi",
"SSY","SunLink Health Systems, Inc.","1.14","$8.46M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ssy",
"SDPI","Superior Drilling Products, Inc.","1.6","$39.26M","2014","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/sdpi",
"SYN","Synthetic Biologics, Inc","0.81","$10.92M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syn",
"TKAT","Takung Art Co., Ltd.","0.6557","$7.36M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/tkat",
"TALO.WS","Talos Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/talo.ws",
"TRX","Tanzanian Royalty Exploration Corporation","0.3659","$45.8M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","0.63","$143.89M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tgb",
"TIK","Tel-Instrument Electronics Corp.","2.505","$8.16M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","1.1","$11.7M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","17.8","$73.18M","2004","n/a","n/a","https://www.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","45.7177","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu^a",
"GLU~","The Gabelli Global Utility and Income Trust","0.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu~",
"GGO","The Gabelli Go Anywhere Trust","17","$27.4M","2016","n/a","n/a","https://www.nasdaq.com/symbol/ggo",
"GGO^A","The Gabelli Go Anywhere Trust","42.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ggo^a",
"TDW.WS","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdw.ws",
"TMP","Tompkins Financial Corporation","80.22","$1.23B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","1.04","$52.63M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tat",
"TRXC","TransEnterix, Inc.","3.04","$657M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/trxc",
"TMQ","Trilogy Metals Inc.","2.2","$289.37M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tmq",
"TPHS","Trinity Place Holdings Inc.","5.13","$162.3M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/tphs",
"TRT","Trio-Tech International","3.601","$12.79M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trt",
"UFAB","Unique Fabricating, Inc.","6.14","$60M","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ufab",
"UAMY","United States Antimony Corporation","0.7559","$51.57M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/uamy",
"UUU","Universal Security Instruments, Inc.","1.1815","$2.73M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/uuu",
"UQM","UQM Technologies Inc.","1.18","$64.02M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.6989","$111.23M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","1.3","$228.96M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/uec",
"VHC","VirnetX Holding Corp","3.09","$193.5M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","0.4623","$46.27M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/vgz",
"VNRX","VolitionRX Limited","2.25","$67.57M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vnrx",
"VISI","Volt Information Sciences, Inc.","2.6468","$55.68M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/visi",
"EAD","Wells Fargo Income Opportunities Fund","7.48","$515.76M","2003","n/a","n/a","https://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Multi-Sector Income Fund","11.3102","$371.28M","2003","n/a","n/a","https://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Utilities and High Income Fund","11.55","$106.86M","2004","n/a","n/a","https://www.nasdaq.com/symbol/erh",
"WRN","Western Copper and Gold Corporation","0.5501","$55.44M","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.4796","$40.17M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","1.69","$35.46M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/wtt",
"XTNT","Xtant Medical Holdings, Inc.","3.18","$41.88M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xtnt",
"YUMA","Yuma Energy, Inc.","0.2302","$5.35M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/yuma",
"ZDGE","Zedge, Inc.","2.7602","$28.32M","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/zdge",
"ZOM","Zomedica Pharmaceuticals Corp.","1.54","$145.99M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zom",
