Date	Open	High	Low	Close/Last	Volume	20 Day Moving Avg	
11/23/2018	61.30	62.08	60.55	60.74	280,756	62.862	
11/21/2018	61.42	63.115	61.36	62.37	1,008,795	62.8075	
11/20/2018	59.02	60.84	57.84	59.94	727,522	62.5995	
11/19/2018	63.55	63.94	60.495	60.84	888,119	62.6675	
11/16/2018	64.21	65.23	62.79	64.96	455,365	62.739	
11/15/2018	62.91	65.895	62.30	64.95	762,847	62.4835	
11/14/2018	62.40	64.33	61.30	62.22	798,832	62.2715	
11/13/2018	61.75	62.90	60.84	61.67	573,784	62.3105	
11/12/2018	61.68	62.01	60.1055	61.10	524,509	62.419	
11/09/2018	63.25	63.25	60.69	61.82	618,168	62.485	
11/08/2018	64.62	64.87	63.01	64.23	699,078	62.519	
11/07/2018	65.75	66.575	64.49	65.41	396,654	62.258	
11/06/2018	64.84	67.87	64.31	65.75	1,109,688	61.9465	
11/05/2018	64.92	65.759	64.01	65.12	1,091,767	61.791	
11/02/2018	67.76	68.96	65.87	66.23	955,964	61.7425	
11/01/2018	63.33	68.06	62.42	67.36	1,081,703	61.6435	
10/31/2018	59.66	63.44	58.78	63.31	825,621	61.5275	
10/30/2018	58.65	59.47	56.67	58.80	869,481	61.74	
10/29/2018	61.91	61.91	58.19	59.05	713,727	62.159	
10/26/2018	57.96	61.95	57.69	61.37	626,041	62.713	
10/25/2018	58.84	60.20	57.6375	59.65	612,036	63.1185	
10/24/2018	61.05	61.51	58.19	58.21	900,219	63.622	
10/23/2018	60.09	62.22	58.99	61.30	661,146	64.2145	
10/22/2018	61.71	63.64	61.07	62.27	794,706	64.594	
10/19/2018	62.32	62.91	59.54	59.85	461,738	64.9075	
10/18/2018	62.44	62.44	60.56	60.71	811,711	65.433	
10/17/2018	63.91	64.4104	62.12	63.00	721,330	65.9275	
10/16/2018	62.50	63.90	62.30	63.84	529,074	66.1895	
10/15/2018	61.03	63.28	61.03	62.42	617,979	66.2835	
10/12/2018	60.66	62.69	60.52	62.50	909,764	66.403	
10/11/2018	58.40	59.80	57.85	59.01	1,689,416	66.5835	
10/10/2018	62.10	62.13	59.11	59.18	1,613,370	66.9735	
10/09/2018	63.94	64.36	62.27	62.64	1,440,023	67.2825	
10/08/2018	62.50	65.05	61.81	64.15	1,159,812	67.3765	
10/05/2018	65.12	65.12	62.61	64.25	1,339,073	67.426	
10/04/2018	67.22	67.22	64.10	65.04	951,929	67.502	
10/03/2018	67.69	68.0401	67.28	67.56	462,117	67.586	
10/02/2018	69.13	69.52	66.615	67.18	817,241	67.547	
10/01/2018	69.56	71.03	69.56	70.13	469,484	67.7065	
09/28/2018	69.24	70.49	68.75	69.48	716,293	67.748	
09/27/2018	70.51	70.5215	68.74	69.72	394,349	67.7565	
09/26/2018	68.91	71.1502	68.91	70.06	627,152	67.8705	
09/25/2018	68.34	69.295	68.21	68.89	350,758	67.971	
09/24/2018	69.22	69.40	68.00	68.54	557,082	68.106	
09/21/2018	72.00	72.38	70.1801	70.36	648,900	68.1715	
09/20/2018	68.94	70.96	68.80	70.60	945,450	68.129	
09/19/2018	66.14	69.03	66.09	68.24	814,719	68.1435	
09/18/2018	64.92	66.22	64.22	65.72	593,210	68.246	
09/17/2018	65.36	66.58	64.64	64.81	519,025	68.4795	
09/14/2018	67.31	67.4756	65.54	66.11	475,954	68.6895	
09/13/2018	66.21	67.79	66.21	66.81	806,629	68.8055	
09/12/2018	64.50	65.9299	63.20	65.36	652,922	68.9005	
09/11/2018	64.05	65.88	63.22	64.52	801,421	69.142	
09/10/2018	65.87	65.96	64.31	65.14	758,641	69.481	
09/07/2018	66.00	68.17	65.5761	65.77	824,179	69.9605	
09/06/2018	67.00	67.80	66.11	66.72	583,219	70.425	
09/05/2018	69.56	69.69	66.12	66.78	1,125,872	70.833	
09/04/2018	70.25	70.57	69.12	70.37	754,206	71.5205	
08/31/2018	69.66	71.50	69.50	70.96	570,786	72.0015	
08/30/2018	71.33	71.61	69.16	69.65	646,833	72.4345	
08/29/2018	72.41	72.87	71.07	72.00	579,197	72.947	
08/28/2018	72.34	72.94	71.01	72.07	712,033	73.36	
08/27/2018	70.71	72.355	70.71	71.59	465,690	73.7805	
08/24/2018	70.26	70.49	69.5664	69.85	302,020	74.2355	
08/23/2018	71.26	71.93	69.34	69.51	909,770	74.9185	
08/22/2018	70.49	71.40	70.085	70.89	588,003	75.6545	
08/21/2018	70.92	71.67	69.92	70.29	775,673	76.343	
08/20/2018	69.50	70.79	69.50	70.39	566,214	76.984	
08/17/2018	68.21	69.23	67.76	69.01	756,665	77.62	
08/16/2018	69.47	69.842	68.38	68.43	989,205	78.3325	
08/15/2018	68.00	69.15	67.475	68.71	1,542,231	79.058	
08/14/2018	71.07	71.84	69.60	70.19	944,582	79.822	
08/13/2018	74.92	75.28	71.03	71.30	1,364,409	80.556	
08/10/2018	74.50	75.18	73.53	74.73	1,671,045	81.1885	
08/09/2018	75.49	76.21	74.79	75.06	1,381,591	81.6555	
08/08/2018	85.00	85.05	74.36	74.88	3,156,163	82.1275	
08/07/2018	80.81	81.20	79.24	80.53	1,020,567	82.562	
08/06/2018	79.11	80.46	79.08	79.99	585,350	82.7695	
08/03/2018	80.05	80.3732	79.31	79.62	382,408	83.016	
08/02/2018	79.32	80.07	78.71	79.90	473,986	83.25	
08/01/2018	79.51	81.9032	79.51	80.26	635,373	83.408	
07/31/2018	80.56	80.71	79.62	80.48	1,054,066	83.5845	
07/30/2018	83.22	83.22	80.00	80.69	1,320,817	83.76	
07/27/2018	84.12	84.49	82.93	83.51	1,004,649	83.96	
07/26/2018	83.63	84.99	83.40	84.23	524,317	83.941	
07/25/2018	83.50	84.67	83.15	84.66	785,979	83.8085	
07/24/2018	84.11	85.40	82.77	83.11	701,109	83.842	
07/23/2018	83.26	83.59	82.455	83.11	506,673	83.952	
07/20/2018	83.60	84.4799	82.98	83.26	392,098	84.237	
07/19/2018	83.57	84.2139	82.59	82.94	488,081	84.474	
07/18/2018	84.89	85.44	83.47	83.99	387,598	84.828	
07/17/2018	83.36	85.34	83.22	84.87	477,525	85.0855	
07/16/2018	83.92	84.30	83.23	83.95	632,336	85.4495	
07/13/2018	84.28	84.94	83.58	84.07	285,522	85.981	
07/12/2018	84.50	84.84	83.75	84.50	497,447	86.5905	
07/11/2018	83.60	84.90	83.175	83.57	467,815	87.0975	
07/10/2018	85.22	85.22	84.20	84.68	656,715	87.6265	
07/09/2018	85.03	85.858	83.72	84.92	401,870	88.0475	
07/06/2018	83.00	84.47	82.17	84.30	626,244	88.5505	
07/05/2018	83.79	84.29	81.92	83.06	918,318	88.996	
07/03/2018	85.21	85.29	83.46	83.79	470,414	89.4625	
07/02/2018	83.15	84.18	82.16	83.99	799,402	89.9945	
06/29/2018	83.81	85.27	83.50	84.69	1,035,497	90.4615	
06/28/2018	80.50	83.78	79.69	83.13	1,264,994	90.839	
06/27/2018	85.45	85.969	81.45	81.58	1,168,723	91.2235	
06/26/2018	85.63	86.02	84.53	85.33	942,945	91.643	
06/25/2018	87.23	87.49	85.03	85.31	1,087,129	91.876	
06/22/2018	89.28	89.29	87.30	88.81	998,431	92.158	
06/21/2018	89.78	89.78	87.84	88.00	1,117,204	92.2485	
06/20/2018	89.99	90.58	89.11	90.02	799,494	92.3595	
06/19/2018	90.04	90.47	88.305	89.14	1,314,737	92.378	
06/18/2018	93.67	93.67	91.81	92.15	805,718	92.4315	
06/15/2018	95.79	95.79	94.36	94.58	658,373	92.319	
06/14/2018	94.57	96.71	93.27	96.26	559,668	92.111	
06/13/2018	94.79	95.459	94.19	94.64	625,851	91.811	
06/12/2018	93.71	95.43	93.71	94.15	710,917	91.6515	
06/11/2018	95.26	95.79	92.53	93.10	780,926	91.5895	
06/08/2018	92.72	95.44	92.36	94.98	922,240	91.5195	
06/07/2018	92.87	93.63	91.75	93.21	604,434	91.4065	
06/06/2018	94.76	94.7699	91.90	92.39	918,766	91.238	
06/05/2018	93.78	94.62	93.34	94.43	1,115,784	91.6175	
06/04/2018	92.51	93.66	92.51	93.33	843,949	91.8265	
06/01/2018	91.13	92.685	90.82	92.24	713,760	91.8665	
05/31/2018	90.33	91.39	90.15	90.82	1,300,454	91.9485	
05/30/2018	90.30	90.73	89.621	89.97	883,917	92.1555	
05/29/2018	90.39	91.87	88.59	89.99	1,266,997	92.4075	
05/25/2018	91.15	91.69	90.711	90.95	550,840	92.685	
05/24/2018	91.16	92.1538	90.12	90.62	819,051	92.852	
05/23/2018	89.54	92.65	89.335	90.22	846,223	92.9815	
05/22/2018	90.13	91.18	89.81	90.39	593,833	93.0515	
05/21/2018	91.02	92.28	89.30	90.21	898,386	93.1735	
05/18/2018	90.04	91.48	89.82	89.90	662,060	93.43	
05/17/2018	89.79	91.42	88.7101	90.42	1,348,913	93.735	
05/16/2018	91.50	91.75	89.81	90.26	1,520,522	93.979	
05/15/2018	91.60	91.75	89.73	91.45	947,326	94.2055	
05/14/2018	91.95	94.48	91.87	92.91	1,212,601	94.446	
05/11/2018	92.61	92.99	89.30	91.70	2,211,790	94.541	
05/10/2018	91.90	94.52	91.00	92.72	2,492,628	94.6245	
05/09/2018	94.50	94.50	86.60	89.84	4,468,614	94.9295	
05/08/2018	99.35	100.38	98.38	99.98	1,222,864	95.4635	
05/07/2018	95.00	99.70	95.00	98.61	1,499,406	95.5265	
05/04/2018	92.78	94.83	91.96	94.13	819,230	95.472	
05/03/2018	94.53	94.90	92.69	93.88	773,334	95.5995	
05/02/2018	95.24	96.70	94.6943	94.96	622,640	95.871	
05/01/2018	95.00	95.91	93.87	95.01	542,541	96.0885	
04/30/2018	94.73	96.25	94.11	95.54	767,883	96.293	
04/27/2018	95.26	95.331	93.25	94.29	393,850	96.49	
04/26/2018	93.03	93.70	92.14	93.21	374,319	96.989	
04/25/2018	93.02	93.165	89.79	91.62	864,097	97.315	
04/24/2018	96.17	97.01	91.67	92.83	807,714	97.9495	
04/23/2018	96.91	96.91	95.12	95.34	690,825	98.8215	
04/20/2018	95.25	96.32	94.16	96.00	822,334	99.3975	
04/19/2018	94.79	95.70	94.05	95.30	421,436	100.075	
04/18/2018	96.74	97.84	94.35	94.79	863,089	101.186	
04/17/2018	95.26	96.73	94.26	96.26	1,019,056	102.4075	
04/16/2018	93.37	95.50	93.21	94.81	737,176	103.398	
04/13/2018	99.47	99.66	92.18	93.37	2,585,612	104.4975	
04/12/2018	101.01	101.289	98.29	98.82	659,468	105.757	
04/11/2018	100.74	101.8741	100.11	100.52	598,519	106.739	
04/10/2018	101.00	101.74	99.50	101.24	933,653	107.5985	
04/09/2018	98.00	100.295	97.40	97.52	819,248	108.48	
04/06/2018	97.64	99.71	96.27	96.68	738,631	109.6995	
04/05/2018	101.10	102.67	98.23	99.31	966,314	110.9625	
04/04/2018	96.57	99.41	96.02	99.31	1,099,458	112.143	
04/03/2018	99.97	101.86	98.23	99.10	993,684	113.2485	
04/02/2018	102.51	102.89	98.62	99.48	842,508	114.1745	
03/29/2018	101.52	104.97	100.005	104.27	1,226,762	115.0755	
03/28/2018	103.66	103.86	98.92	99.73	2,131,158	115.5895	
03/27/2018	111.08	111.25	103.63	104.31	940,924	116.4495	
03/26/2018	109.78	110.43	106.15	110.27	975,465	117.0665	
03/23/2018	109.03	110.90	106.78	106.86	1,197,712	117.4895	
03/22/2018	115.64	116.715	108.7077	109.55	1,483,286	118.2365	
03/21/2018	118.64	119.50	116.76	117.52	637,652	118.532	
03/20/2018	117.10	119.68	116.555	119.22	801,321	118.4825	
03/19/2018	115.40	116.83	114.30	116.07	546,590	118.3155	
03/16/2018	118.52	118.52	116.20	116.80	756,938	118.2595	
03/15/2018	118.98	119.69	116.82	118.56	646,488	118.362	
03/14/2018	117.57	119.35	117.27	118.46	595,706	118.3115	
03/13/2018	119.29	119.62	116.14	117.71	1,083,569	118.001	
03/12/2018	122.47	123.3346	118.65	118.87	969,888	117.4025	
03/09/2018	123.00	123.3122	120.635	121.91	846,470	116.678	
03/08/2018	123.16	123.77	120.7405	121.94	716,275	115.6405	
03/07/2018	119.50	123.23	119.03	122.92	1,044,526	114.9285	
03/06/2018	118.51	121.59	118.27	121.42	1,003,821	114.2285	
03/05/2018	116.70	118.88	116.16	117.62	586,599	113.546	
03/02/2018	112.99	117.58	111.55	117.50	796,580	113.2935	
03/01/2018	116.90	117.4964	113.53	114.55	851,770	113.3455	
02/28/2018	117.88	118.10	115.76	116.93	872,250	113.4805	
02/27/2018	118.60	119.87	116.303	116.65	1,182,839	113.392	
02/26/2018	122.39	124.60	117.67	118.73	1,727,639	113.5085	
02/23/2018	116.58	121.91	116.38	121.80	1,544,053	113.6815	
02/22/2018	117.05	117.89	115.03	115.46	779,068	113.515	
02/21/2018	116.94	119.45	116.50	116.53	991,897	113.643	
02/20/2018	114.58	116.7724	114.27	115.88	867,694	113.8055	
02/16/2018	118.25	119.02	114.90	114.95	992,820	113.9665	
02/15/2018	118.60	121.03	117.64	118.85	1,359,254	114.222	
02/14/2018	112.30	118.50	112.23	117.55	1,638,453	114.261	
02/13/2018	110.00	114.99	109.02	112.25	1,987,205	114.3315	
02/12/2018	105.83	107.10	104.01	105.74	1,175,759	114.3175	
02/09/2018	102.60	105.50	100.33	104.38	1,496,230	114.6805	
02/08/2018	108.10	110.42	101.11	101.16	1,204,264	115.103	
02/07/2018	108.08	109.72	106.50	107.70	1,159,333	115.686	
02/06/2018	104.65	110.60	103.87	108.92	1,243,614	115.9605	
02/05/2018	111.35	114.49	107.76	107.77	1,346,953	116.1465	
02/02/2018	116.86	117.54	112.21	112.57	1,026,656	116.3785	
02/01/2018	115.52	120.9252	115.24	118.54	804,221	116.239	
01/31/2018	117.29	119.00	116.75	117.25	589,024	115.7965	
01/30/2018	116.53	117.23	114.27	115.16	1,139,360	115.3555	
01/29/2018	120.00	121.3236	117.48	118.98	864,554	114.613	
01/26/2018	120.00	122.93	119.90	122.19	798,495	113.794	
01/25/2018	118.47	119.085	115.92	118.47	703,006	112.8875	
01/24/2018	120.95	121.66	116.237	118.02	948,945	112.1485	
01/23/2018	119.83	120.31	118.5901	119.78	622,187	111.4605	
01/22/2018	121.88	121.88	118.611	119.10	893,339	110.702	
01/19/2018	120.00	121.92	119.82	120.06	683,572	109.8885	
01/18/2018	118.72	120.40	117.03	119.63	968,372	108.997	
01/17/2018	113.59	119.60	113.34	118.96	1,356,968	108.2325	
01/16/2018	114.87	116.11	111.32	111.97	1,451,152	107.3295	
01/12/2018	113.24	113.45	112.55	113.00	1,058,233	106.709	
01/11/2018	113.26	114.03	112.54	112.83	403,318	106.0405	
01/10/2018	112.99	113.48	111.35	112.82	439,255	105.309	
01/09/2018	113.21	113.60	110.35	113.19	530,488	104.6475	
01/08/2018	111.94	114.04	111.94	112.64	576,724	103.839	
01/05/2018	110.84	112.6525	109.79	112.41	615,315	103.0095	
01/04/2018	110.615	112.49	108.56	109.78	561,711	102.164	
01/03/2018	108.72	110.92	107.94	109.69	1,007,990	101.4785	
01/02/2018	102.39	108.75	102.05	108.43	1,407,747	100.844	
12/29/2017	103.26	103.2747	99.9801	100.31	874,370	100.212	
12/28/2017	104.72	105.24	102.57	102.60	310,231	100.085	
12/27/2017	103.67	104.28	102.45	104.06	201,405	100.0165	
12/26/2017	103.79	104.30	101.88	103.69	265,104	100.0775	
12/22/2017	104.83	105.57	103.87	104.26	308,913	100.159	
12/21/2017	103.18	106.43	103.11	104.61	527,660	100.407	
12/20/2017	102.82	103.33	101.3245	102.83	342,093	100.779	
12/19/2017	103.87	104.99	102.18	102.23	587,922	101.163	
12/18/2017	102.00	105.22	100.775	104.34	811,294	101.5085	
12/15/2017	99.56	101.11	98.70	100.90	829,609	101.6115	
12/14/2017	99.50	101.234	99.02	99.56	2,071,812	101.942	
12/13/2017	99.00	100.50	98.7164	99.63	780,820	102.1765	
12/12/2017	99.50	99.50	97.66	98.20	568,162	102.52	
12/11/2017	97.15	100.51	97.15	99.59	731,852	102.9175	
12/08/2017	97.74	99.525	96.83	97.02	1,299,836	103.23	
12/07/2017	95.72	97.65	95.66	96.05	729,303	103.7185	
12/06/2017	94.69	96.50	94.06	95.50	793,955	104.2965	
12/05/2017	96.15	97.999	94.86	96.07	784,000	104.6715	
12/04/2017	97.35	99.76	95.305	97.00	1,802,084	105.3695	
12/01/2017	96.60	98.71	95.61	95.79	1,399,171	105.9925	
11/30/2017	101.23	101.4711	97.51	97.77	1,470,876	106.62	
11/29/2017	105.35	105.86	99.06	101.23	2,076,615	107.388	
11/28/2017	105.59	106.70	104.07	105.28	922,753	107.709	
11/27/2017	109.51	109.9999	105.22	105.32	1,679,461	107.7135	
11/24/2017	112.34	112.34	109.14	109.22	713,342	107.6975	
